validator_address,validator_index,state,activated_at,activated_epoch,delegated_at,delegated_block,exited_at,exited_epoch,deposit_tx_sender,execution_fee_recipient,withdrawal_credentials,effective_balance,balance,consensus_rewards,execution_rewards,rewards,claimable_execution_rewards,claimable_consensus_rewards,gross_apy,is_kiln,updated_at,eigenlayer,estimated_next_skimming_slot,estimated_next_skimming_at,activation_eligibility_epoch,activation_eligibility_at
0x82505ebd00c8be2a334d0f6c1ab734ff7fad913edd6dfa3b6d0a5dd810bbd908c4786fa5e898865055aba695d98e0a07,1596282,active_ongoing,2024-02-15T22:27:12Z,31598,2024-02-15T08:52:24Z,948633,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005243406000000000,190808462000000000,0,190808462000000000,,,1.4182792,False,2024-07-18T08:53:26Z,,2047646,2024-07-08T21:29:12Z,31589.0,2024-02-15T21:29:36Z
0x82ceab0c7712534ff7bf4e02715015269e4a347f89c2184659e943d5d8a94126ddc99be8ad75b90234829339b633a0c8,1594917,active_ongoing,2024-02-12T07:50:24Z,30786,2024-02-06T16:03:48Z,889497,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005230569000000000,255831241000000000,2881511999811000,258712752999811000,,,1.878826,False,2024-07-18T08:53:25Z,,2047618,2024-07-08T21:23:36Z,29672.0,2024-02-07T09:00:48Z
0x82ecb901acf1f8d433c171944891afe7ccaf52ba5083b81806b4a612c68769abc94e5328e6170fef4a7e96cb75e8a299,1594916,active_ongoing,2024-02-12T07:50:24Z,30786,2024-02-06T16:03:48Z,889497,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005236843000000000,195116471000000000,0,195116471000000000,,,1.4169766,False,2024-07-18T08:53:25Z,,2047618,2024-07-08T21:23:36Z,29672.0,2024-02-07T09:00:48Z
0x8307b6e4ca01187527b3c0e04db60a0bed1ba2c82620bf744528432c8b9dd5918bdf42d208aee7b2164459a9e2f9274f,1595827,active_ongoing,2024-02-12T19:53:36Z,30899,2024-02-10T13:25:00Z,915653,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005258280000000000,246056092000000000,4560545226923868,250616637226923868,,,1.8258687,False,2024-07-18T08:53:26Z,,2047632,2024-07-08T21:26:24Z,30502.0,2024-02-11T01:32:48Z
0x832e057481c365c38459cb4a2a2baec8d85be8a4c2289cfa1c1bd6ce330ae10525385ee4e265cd6d360639d136f9cffe,1594877,active_ongoing,2024-02-12T07:18:24Z,30781,2024-02-06T16:00:36Z,889483,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005210291000000000,237672679000000000,44422153545100276,282094832545100276,,,2.0483418,False,2024-07-18T08:53:27Z,,2047615,2024-07-08T21:23:00Z,29672.0,2024-02-07T09:00:48Z
0x8340678c4d12ab766593d2e0570d25f01f7b6e11016bfa972c30cb036455aaf955d9035281f14b2b0476e85fe801717d,1595755,active_ongoing,2024-02-12T18:56:00Z,30890,2024-02-10T13:16:36Z,915615,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005220819000000000,193969658000000000,0,193969658000000000,,,1.4128059,False,2024-07-18T08:53:25Z,,2047628,2024-07-08T21:25:36Z,30502.0,2024-02-11T01:32:48Z
0x836c4466a6f3e585c98392bc21e8746d99c156e97fc147322b7acb54bf2b1f2f5e0010149a3eb9e4c2cf579ed99f7c77,1595758,active_ongoing,2024-02-12T18:56:00Z,30890,2024-02-10T13:17:00Z,915617,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005208376000000000,194087709000000000,0,194087709000000000,,,1.4136658,False,2024-07-18T08:53:25Z,,2047628,2024-07-08T21:25:36Z,30502.0,2024-02-11T01:32:48Z
0x841b829e4461397799f881392bbb78c4d785c8d318d8a93915d4301330feb73d9d436edb1b487833c2beac8014814483,1595824,active_ongoing,2024-02-12T19:53:36Z,30899,2024-02-10T13:24:48Z,915652,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005209693000000000,193787794000000000,0,193787794000000000,,,1.4118419,False,2024-07-18T08:53:27Z,,2047632,2024-07-08T21:26:24Z,30502.0,2024-02-11T01:32:48Z
0x84372edff675ad3f00b671bfdf89937b74338c930864daeb62a0fbad2e5182e1e5fcacbadaf5f78ecc7f5d44d4e294ca,1596314,active_ongoing,2024-02-15T22:52:48Z,31602,2024-02-15T08:52:24Z,948633,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005248194000000000,190868439000000000,0,190868439000000000,,,1.4188893,False,2024-07-18T08:53:27Z,,2047648,2024-07-08T21:29:36Z,31589.0,2024-02-15T21:29:36Z
0x845bcf2002e732c34e8249a1dfd8b226f17038e8f10d4170d92d9748710e4e8a9814b734a9ded3b84be80d98a1f8d9c8,1596348,active_ongoing,2024-02-15T23:18:24Z,31606,2024-02-15T08:52:24Z,948633,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005223537000000000,190334978000000000,0,190334978000000000,,,1.4150876,False,2024-07-18T08:53:26Z,,2047650,2024-07-08T21:30:00Z,31589.0,2024-02-15T21:29:36Z
0x84854b90bb1f46158f7e5d809628d7ef4a7a84387347f8cb62b616cdafa6ff22fecbfe6b4bbdcd7681cf250777881121,1595818,active_ongoing,2024-02-12T19:47:12Z,30898,2024-02-10T13:24:24Z,915651,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005242193000000000,403971805000000000,36930886999769000,440902691999769000,,,3.2121074,False,2024-07-18T08:53:27Z,,2047632,2024-07-08T21:26:24Z,30502.0,2024-02-11T01:32:48Z
0x84d798a7ed143f41a2a069dda713d92d682c6bfac9d9eb19ee5b787c8aa1578bf8782cd14ae1a5fca7a8cc8969cb2aea,1594901,active_ongoing,2024-02-12T07:37:36Z,30784,2024-02-06T16:03:00Z,889494,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005179423000000000,194666653000000000,0,194666653000000000,,,1.4136299,False,2024-07-18T08:53:27Z,,2047617,2024-07-08T21:23:24Z,29672.0,2024-02-07T09:00:48Z
0x8517f6134ec419972e2df2bab22283bab0d2c25d811223ef44187f6cb661ee4464b4ad94d43cd302112f37e916ccaf47,1596346,active_ongoing,2024-02-15T23:18:24Z,31606,2024-02-15T08:52:24Z,948633,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005249063000000000,190743407000000000,0,190743407000000000,,,1.4181242,False,2024-07-18T08:53:25Z,,2047650,2024-07-08T21:30:00Z,31589.0,2024-02-15T21:29:36Z
0x854024df043e14aa9542be3b3c569f77d8de89fd9e8202965012f9727750fb45e0e5af831d9b610b0cbe4877e88e91b2,1596332,active_ongoing,2024-02-15T23:05:36Z,31604,2024-02-15T08:52:24Z,948633,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005264501000000000,190930466000000000,0,190930466000000000,,,1.4194326,False,2024-07-18T08:53:25Z,,2047649,2024-07-08T21:29:48Z,31589.0,2024-02-15T21:29:36Z
0x855c389b411e3b75c9ec8e8a9a0af1f13eec68e5f9cbb6b6d1150d7c2db1bd2b36bf7c788bd51f4dfd7d8c23d9508ca3,1594910,active_ongoing,2024-02-12T07:44:00Z,30785,2024-02-06T16:03:36Z,889496,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005202724000000000,194466419000000000,0,194466419000000000,,,1.4122158,False,2024-07-18T08:53:26Z,,2047617,2024-07-08T21:23:24Z,29672.0,2024-02-07T09:00:48Z
0x85666ccf4512738411681e47e383673e0fcd55ea1f39c647a490a0d46ae271280fef409f0a90b208021fe4e9835817e0,1596319,active_ongoing,2024-02-15T22:59:12Z,31603,2024-02-15T08:52:24Z,948633,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005276572000000000,190873232000000000,0,190873232000000000,,,1.418966,False,2024-07-18T08:53:27Z,,2047648,2024-07-08T21:29:36Z,31589.0,2024-02-15T21:29:36Z
0x85703e895ad35d065706e30e3d8658354a14428a12ca30fa92edc3b5aadfd6026e2339ba027cc3ddbbeda38d0dae7517,1596321,active_ongoing,2024-02-15T22:59:12Z,31603,2024-02-15T08:52:24Z,948633,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005165493000000000,242625410000000000,9105994388252355,251731404388252355,,,1.8713903,False,2024-07-18T08:53:25Z,,2047648,2024-07-08T21:29:36Z,31589.0,2024-02-15T21:29:36Z
0x85a13ddb3ad3f09b98da03c494012c9fac4a864d65f6e8061bdb44f655e59941b8aacaaf87c7df124721c8a67d270550,1595746,active_ongoing,2024-02-12T18:49:36Z,30889,2024-02-10T13:15:48Z,915611,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005232562000000000,246147165000000000,4712291270355363,250859456270355363,,,1.8271191,False,2024-07-18T08:53:25Z,,2047627,2024-07-08T21:25:24Z,30502.0,2024-02-11T01:32:48Z
0x85a457e9243a2d641445586252b31067f0fbbbb62944c6113d886369ed11f3b17b957096a655c144c3f91cb03442e031,1596272,active_ongoing,2024-02-15T22:20:48Z,31597,2024-02-15T08:52:24Z,948633,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005234185000000000,190873231000000000,0,190873231000000000,,,1.4187195,False,2024-07-18T08:53:27Z,,2047645,2024-07-08T21:29:00Z,31589.0,2024-02-15T21:29:36Z
0x85c8e228025a6b47dd5bbf73196a1f8cc4e4f6a8f7daba2e7a53065dd3f8d65a34b020585dd46a7f35ee509998b7c523,1594922,active_ongoing,2024-02-12T07:50:24Z,30786,2024-02-06T16:04:24Z,889500,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005236452000000000,194838348000000000,0,194838348000000000,,,1.4149568,False,2024-07-18T08:53:27Z,,2047618,2024-07-08T21:23:36Z,29672.0,2024-02-07T09:00:48Z
0x85d228b3d955a53ce69ac547abf0e62232698ec1ffa63746c8f2da6af2933f4f1fd22285d9252da1c8239eb5f2d7d643,1595799,active_ongoing,2024-02-12T19:34:24Z,30896,2024-02-10T13:22:36Z,915642,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005208162000000000,194120862000000000,0,194120862000000000,,,1.414148,False,2024-07-18T08:53:27Z,,2047631,2024-07-08T21:26:12Z,30502.0,2024-02-11T01:32:48Z
0x8620a9c2a902842d47bef5f20b5d5c55dbb85e1cd2d26dcfd3986cad1dc52c49c65756194fe02a090d3c6de8fff6bb64,1594934,active_ongoing,2024-02-12T08:03:12Z,30788,2024-02-06T16:05:36Z,889505,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005216896000000000,246889064000000000,5780099485372539,252669163485372539,,,1.8350401,False,2024-07-18T08:53:25Z,,2047619,2024-07-08T21:23:48Z,29672.0,2024-02-07T09:00:48Z
0x86508e93ce9a350b0c003a0b4e0aeaeb960b5aa94175305a9a7e10dc10ad7f988ad58983c4d39ba51d278e771cbcc172,1595767,active_ongoing,2024-02-12T19:08:48Z,30892,2024-02-10T13:17:48Z,915621,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005246892000000000,297321130000000000,16014310877409818,313335440877409818,,,2.2823534,False,2024-07-18T08:53:26Z,,2047629,2024-07-08T21:25:48Z,30502.0,2024-02-11T01:32:48Z
0x866ff14ffff90ab0f6f4187adb49d0a01d6b2e197e16261fe9b086e59296172419e3a078a67cb82e52effc6c8d5ee9d4,1595784,active_ongoing,2024-02-12T19:21:36Z,30894,2024-02-10T13:21:12Z,915636,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005231987000000000,243537827000000000,9583294216727543,253121121216727543,,,1.8438535,False,2024-07-18T08:53:25Z,,2047630,2024-07-08T21:26:00Z,30502.0,2024-02-11T01:32:48Z
0x868c895795375f8e15bd194ac11b6bc80555ecebe78022b22586341741854f34814fa4c916b9e96a9650feff1fe34f02,1594864,active_ongoing,2024-02-12T07:05:36Z,30779,2024-02-06T15:59:48Z,889479,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005211214000000000,296578387000000000,6461757333626768,303040144333626768,,,2.200305,False,2024-07-18T08:53:25Z,,2047615,2024-07-08T21:23:00Z,29672.0,2024-02-07T09:00:48Z
0x86f37312d40e387cf00d85f14da00f0288be59797ac67a8b29aa2850e7eb192385c8fd138905f18ed35b4e32188efbf2,1594919,active_ongoing,2024-02-12T07:50:24Z,30786,2024-02-06T16:04:12Z,889499,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005238400000000000,194774152000000000,0,194774152000000000,,,1.4144906,False,2024-07-18T08:53:27Z,,2047618,2024-07-08T21:23:36Z,29672.0,2024-02-07T09:00:48Z
0x87447d25435eb5e9582f9ec03f48f4786a1e2b35a887ad4cd994561b7374eb54d61a2cb6d0e7807c0b57c21a6498defb,1596310,active_ongoing,2024-02-15T22:46:24Z,31601,2024-02-15T08:52:24Z,948633,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005231040000000000,190547991000000000,0,190547991000000000,,,1.4164661,False,2024-07-18T08:53:27Z,,2047648,2024-07-08T21:29:36Z,31589.0,2024-02-15T21:29:36Z
0x875f85a534df05ba96e5998a8a16b72d1c28c4b7750b4e1e1610814de9d3286c5104d054cca07f7d07bc65db9df7bff6,1595753,active_ongoing,2024-02-12T18:56:00Z,30890,2024-02-10T13:16:24Z,915614,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005236472000000000,389498755000000000,0,389498755000000000,,,2.8369703,False,2024-07-18T08:53:26Z,,2047628,2024-07-08T21:25:36Z,30502.0,2024-02-11T01:32:48Z
0x87ab6c7ad7673ddf71871e522ae3559ec90c257a17178eab83450cb9206793eada29d999d63b6b85f1c830ce33b4657e,1596260,active_ongoing,2024-02-15T22:08:00Z,31595,2024-02-15T08:52:24Z,948633,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005204124000000000,294505925000000000,39709205340660320,334215130340660320,,,2.484005,False,2024-07-18T08:53:25Z,,2047645,2024-07-08T21:29:00Z,31589.0,2024-02-15T21:29:36Z
0x87aeb2d988fc47f8c593554d9d8f188ed084891f3e31304559a1ab01b83ffbe4036a689fe46b56e462b5e7b15abf8b26,1595802,active_ongoing,2024-02-12T19:34:24Z,30896,2024-02-10T13:22:48Z,915643,,,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,0x195104dD1d3648141f42B85Fa4Fef6F9879825aa,010000000000000000000000195104dd1d3648141f42b85fa4fef6f9879825aa,32000000000000000000,32005188026000000000,247219235000000000,23877578202179772,271096813202179772,,,1.974909,False,2024-07-18T08:53:25Z,,2047631,2024-07-08T21:26:12Z,30502.0,2024-02-11T01:32:48Z
