validator_address,validator_index,state,activated_at,activated_epoch,delegated_at,delegated_block,exited_at,exited_epoch,deposit_tx_sender,execution_fee_recipient,withdrawal_credentials,effective_balance,balance,consensus_rewards,execution_rewards,rewards,claimable_execution_rewards,claimable_consensus_rewards,gross_apy,is_kiln,updated_at,eigenlayer,estimated_next_skimming_slot,estimated_next_skimming_at,activation_eligibility_epoch,activation_eligibility_at
0x80003582e253fd448f2e5061ecc3b965c30a8fd5f9d53992d7139bc8bcac8b75302743e90c281671abba6bf293ea94df,1116219,active_ongoing,2023-09-28T12:00:00Z,,,,,,,0x0c10000000756BD1D14F9C837F022929A97bdA45,006cb15b56848f7f2d98876bb49bd2b1a72846666bd230bba227a71d3252b004,32000000000000000000,32453495015000000000,453495015000000000,126032000,453495015126032000,,,1.7657759,False,2024-07-17T10:13:26Z,,,,,
0x800035ddabdf91b29f77c76a88b35c53b3aef40fe609feb1a0628da98257f8938fd51b1983948daee9c94cdb4fc7ca40,196065,active_ongoing,2023-09-28T12:00:00Z,,,,,,,0x9baA3244565d51D9C7897c0EB6679eD4890e536E,0100000000000000000000009baa3244565d51d9c7897c0eb6679ed4890e536e,32000000000000000000,32001008241000000000,513754025000000000,546746999563704,514300771999563704,,,2.0025356,False,2024-07-17T10:13:26Z,,2027188.0,2024-07-06T01:17:36Z,,
0x800037a6d616753ba4b81a92ea8571b2274357efbaf785e72ed98771865a0948ace61499c45e02039a2ec887d413f75d,976952,active_ongoing,2023-09-28T12:00:00Z,,,,,,,0x455E5AA18469bC6ccEF49594645666C587A3a71B,00313ded19eb79e5a4bac2be0c389f71a8829f4c451880a40a6ae59ae72a6c8c,32000000000000000000,32530748930000000000,530748930000000000,1814323752037375,532563253752037375,,,2.0736444,False,2024-07-17T10:13:26Z,,,,,
0x800037d7c5468fb960d7e5cb40c2d9c39d6713676d9bc971e92692759ac7ba5b0f12d034282e0cfd4cf2c1212d38dd2a,582266,active_ongoing,2023-09-28T12:00:00Z,,,,,,,,00be79008b2a0cb474ff12c12e75c5f0e0030798f0ae4665b47810745eddc4ab,32000000000000000000,32479178473000000000,479178473000000000,0,479178473000000000,,,1.8657798,False,2024-07-17T10:13:27Z,,,,,
0x800038172d395b986c22354018283acf46cec9cf8144a667351e03802c6a54c414b4219b32b73a193c3ba0570b95174b,919745,active_ongoing,2023-09-28T12:00:00Z,,,,,,,0x455E5AA18469bC6ccEF49594645666C587A3a71B,007cfa875bd2712263f4cd21ef2c8e3e521a030399e8e9f5d1dcff6cd095bc9a,32000000000000000000,32567790730000000000,567790730000000000,26135602723178828,593926332723178828,,,2.3125741,False,2024-07-17T10:13:28Z,,,,,
0x8000381eb63a110a0714911a823521f3ff6a1b9a176911a3ecacc694562d856072104822318d542d494070de7b4ee0f5,1388610,active_ongoing,2023-09-28T12:00:00Z,,,,,,,,00fd7f94fc5ee5304f8dcb280dd171c097344ec71b9e8980bc82cebe3be2cc86,32000000000000000000,32167613952000000000,167613952000000000,0,167613952000000000,,,0.6526393,False,2024-07-17T10:13:28Z,,,,,
0x800039afee2cb142ff2869d97344af153e09332b28fe43e59b577107b437783c4921f2585a3b5633472308fc3cf055a6,1100104,withdrawal_done,2023-09-28T12:00:00Z,,,,2023-11-04T21:04:00Z,8410.0,,,01000000000000000000000012e2ecf82e8017ee88abc3e3af85e71e21197a57,0,0,-1338258000000000,0,-1338258000000000,,,-0.0052107824,False,2024-07-17T10:13:27Z,,,,,
0x80003ad67e896cb261a17398e77e474a7ffc7898a40cf004a74ea8d20b2b562ac7906a3a62656bfbc1d3033748cdd972,1009854,active_ongoing,2023-09-28T12:00:00Z,,,,,,,0xc473D412dc52E349862209924c8981b2EE420768,007e3e5e72769ddca1347b2f6955e042ed1600c56110bd686cee734b0c1fbb89,32000000000000000000,32438047802000000000,438047802000000000,0,438047802000000000,,,1.705629,False,2024-07-17T10:13:27Z,,,,,
0x80003ad8a118279d0cf81a7d77dee0227b61465e177e019871cc2cdc02e40423a72c701e965b5d2e7b19e7491c928617,855991,active_ongoing,2023-09-28T12:00:00Z,,,,,,,0x670B24610DF99b1685aEAC0dfD5307B92e0cF4d7,010000000000000000000000778f5f13c4be78a3a4d7141bcb26999702f407cf,32000000000000000000,32005639795000000000,439179786000000000,12680420544175338,451860206544175338,,,1.7594105,False,2024-07-17T10:13:28Z,,2038579.0,2024-07-07T15:15:48Z,,
0x80003b436c14ea7b09944e69dd9e17c24036f6faabcd791e2ae63c7ed16e4eaec0212ec44c82b19cb7e355ef749ba6b3,1738944,active_ongoing,2024-07-05T08:48:00Z,63195.0,2024-07-03T10:41:12Z,1855820.0,,,0xd8488F07d95E92000fAc38145a421eAA7c3534a1,,000a8c101b001cce053b707af3016e5a57028ef2c464eaa7d39589b691d60069,32000000000000000000,32015087065000000000,15087065000000000,0,15087065000000000,,,1.4252561,False,2024-07-17T10:13:28Z,,,,62891.0,2024-07-04T00:22:24Z
0x80003e4d8decff8f0337ae7676c5516f423460c657f17aaf99ee3990c9b2cfcc6a547efde4f41a8ddd1c70a1c895cffc,795086,active_ongoing,2023-09-28T12:00:00Z,,,,,,,0x670B24610DF99b1685aEAC0dfD5307B92e0cF4d7,010000000000000000000000778f5f13c4be78a3a4d7141bcb26999702f407cf,32000000000000000000,32006568388000000000,432360762000000000,39495004614018142,471855766614018142,,,1.8372673,False,2024-07-17T10:13:27Z,,2034773.0,2024-07-07T02:34:36Z,,
0x80003e80e063d6757106af0150f7f625344760d17053de1cb7ef7b2a70b2e97df803b214dd18a216ecb7a52f3e46416b,245950,active_ongoing,2023-09-28T12:00:00Z,,,,,,,0xf97e180c050e5Ab072211Ad2C213Eb5AEE4DF134,00babf1a603951de344885bab757e859e84a734b93eeca1221511c3dd5b157de,32000000000000000000,32590891843000000000,590891843000000000,4360095597686789,595251938597686789,,,2.3177357,False,2024-07-17T10:13:28Z,,,,,
0x800040b238017ac739650d425df192de380aeb11a34f6d6d07049d6f2859018831c256a9666bb287e3a963629d6ca759,958427,active_ongoing,2023-09-28T12:00:00Z,,,,,,,0x455E5AA18469bC6ccEF49594645666C587A3a71B,00a7b9278758faebebcb6a36f6734ce66ae5d1a28966f1ba34e1a282518f2568,32000000000000000000,32647134578000000000,647134578000000000,25176448071617205,672311026071617205,,,2.617781,False,2024-07-17T10:13:27Z,,,,,
0x800042e1105c239821a2d9aea89d15ea39104624ecc10caff145e817a46410f2e00eeb5eec7e7c87e5f9fc2d2ed4e23a,1626249,active_ongoing,2024-03-22T12:12:48Z,39602.0,2024-03-21T22:06:24Z,1189026.0,,,0xfaB9DEFD76285c4ED83cbFf9bc880E367a358319,0xfaB9DEFD76285c4ED83cbFf9bc880E367a358319,010000000000000000000000fab9defd76285c4ed83cbff9bc880e367a358319,32000000000000000000,32003595902000000000,212092936000000000,8704638097366136,220797574097366136,,,2.1537945,False,2024-07-17T10:13:29Z,,2048753.0,2024-07-09T01:10:36Z,39587.0,2024-03-22T10:36:48Z
0x8000444e0a7a2a23b9470c28fce01d39db7d87851f8d2e63177d7399f9f1187863f81d4466f16af2ba68e567f6389ba4,1245029,active_ongoing,2023-09-28T12:00:00Z,,,,,,,0x32FdfD2eA08d916B8f4e73d057E99bc3358b2F4D,00000000000000000000000052730f347def6ba09adff62eac60d5fee8205bc4,32000000000000000000,32585822587000000000,585822587000000000,43062045414304516,628884632414304516,,,2.4486914,False,2024-07-17T10:13:27Z,,,,,
0x80004521b7e5cb8ff8b8b30ce0919dd51be419dd57fabe62ca946545b42165c40f9a4ffa3d51c696ef7aefc6322ce765,1640905,active_ongoing,2024-04-03T10:17:36Z,42284.0,2024-03-28T07:52:36Z,1231916.0,,,0x42a53EB005A09131c0E54125B0d8Ee0DF77c694E,,0100000000000000000000000232783d2a3a4de902a4fc0425cb4140a27c8d48,32000000000000000000,32003432116000000000,139684107000000000,0,139684107000000000,,,1.5172302,False,2024-07-17T10:13:27Z,,2049604.0,2024-07-09T04:00:48Z,41061.0,2024-03-28T23:50:24Z
0x80004546cdf353788bd0fb2048c80ecaae4dbd72ed1b9e51d90c0457d57f5e3577778a9710f267aa1e50ce0d5df6fa28,204737,active_ongoing,2023-09-28T12:00:00Z,,,,,,,,009c9d20410abcde1c314f2bfcbee6e15543c942df6e17524ac918ab4c2e37b4,32000000000000000000,32299982877000000000,299982877000000000,0,299982877000000000,,,1.1680449,False,2024-07-17T10:13:29Z,,,,,
0x800045912f2e16820587e3901f6615e21d29c93f3c2f107af97f9eb4589deee038505c150ecacbddcb10f01cced289c1,1724810,active_ongoing,2024-06-05T00:16:00Z,56365.0,2024-06-04T09:20:12Z,1669192.0,,,0xc19123f6eF91F6C83f4Ca8a227AFa32fE878E252,,0100000000000000000000003c4ae629bf823475192124e02b9879d3c1fd4538,32000000000000000000,32002803455000000000,49767843000000000,0,49767843000000000,,,1.3378955,False,2024-07-17T10:13:28Z,,2018293.0,2024-07-04T19:38:36Z,56357.0,2024-06-04T23:24:48Z
0x80004c0a1b44daeceeffde9eca6c85ac07b10b56157e841b4811055f4dfbd84adcd6d3b3e78e74a0efa6d9701e6ade93,707534,active_ongoing,2023-09-28T12:00:00Z,,,,,,,0x65Fdc9a172746d54a5B05e6Ac5130b991abAF079,00d740d8064a3bf4ea527009fe5cd9a1db74db274e19b370a7d507f704cbd448,32000000000000000000,32479712785000000000,479712785000000000,24943938233993374,504656723233993374,,,1.9649845,False,2024-07-17T10:13:28Z,,,,,
0x80004c21760bb433341ecf845b26ec4e518068cbc1a2fdb7820bd70fd196df293f1c38845341d128773fb29339054726,836409,active_ongoing,2023-09-28T12:00:00Z,,,,,,,0x0D738Dda53ce44105d1660329dD208aEB0580b2f,010000000000000000000000778f5f13c4be78a3a4d7141bcb26999702f407cf,32000000000000000000,32005843463000000000,553286947000000000,5641358863818079,558928305863818079,,,2.1763022,False,2024-07-17T10:13:28Z,,2037356.0,2024-07-07T11:11:12Z,,
0x80004ce97fc4747bcae7e061153deba256628f03825c431eccede3f588bd93aaa9b3486948f3c713e847f00bd7e01d08,1556002,withdrawal_done,2024-01-13T08:35:12Z,24043.0,2024-01-12T19:47:24Z,724073.0,2024-04-06T14:33:36Z,42999.0,0xff9E47B2EBc22eFA1c680dcd2935872467E5625E,,010000000000000000000000f0179dec45a37423ead4fad5fcb136197872ead9,0,0,120529516000000000,0,120529516000000000,,,0.73880464,False,2024-07-17T10:13:28Z,,,,24036.0,2024-01-13T07:50:24Z
0x80004d51e40503a2d8f0111f73d783b31c8526476dcd6fb6003c86ad2bb9e4f74fec7fc9121ad5c3dae43497e5d69299,375683,active_ongoing,2023-09-28T12:00:00Z,,,,,,,0xe7cf7C3BA875Dd3884Ed6a9082d342cb4FBb1f1b,01000000000000000000000073b2e0e54510239e22cc936f0b4a6de1acf0abde,32000000000000000000,32000132168000000000,410171122000000000,6214877499622000,416385999499622000,,,1.6212844,False,2024-07-17T10:13:26Z,,2030614.0,2024-07-06T12:42:48Z,,
0x80004e87d23b604d67d47b080f50d6d936e2c8dd881bb8e2e4919f324eaca9c3336d39c58bd908ec6c12176751b1144d,235904,active_ongoing,2023-09-28T12:00:00Z,,,,,,,0xf97e180c050e5Ab072211Ad2C213Eb5AEE4DF134,00e7b9ccb0e888711835cb93e818652d10e315c8e3905ce6ff3dd4b2dd06e812,32000000000000000000,32471706065000000000,471706065000000000,88108000,471706065088108000,,,1.8366843,False,2024-07-17T10:13:27Z,,,,,
0x80004fd0d70320a26440f6c8afca997d0fc6c2f90e208e3ce489b08dcf0e0f8fadf4d6ada98f464208e98aabe27b1e74,847926,active_ongoing,2023-09-28T12:00:00Z,,,,,,,,010000000000000000000000778f5f13c4be78a3a4d7141bcb26999702f407cf,32000000000000000000,32005827241000000000,404359788000000000,0,404359788000000000,,,1.5744579,False,2024-07-17T10:13:26Z,,2038076.0,2024-07-07T13:35:12Z,,
0x80004ffd4c2c21878f16fdd7d5e15acb8080886db45dfd313c150900d677cd966929d7654aec67dc9cde7c5c8b0a4a54,1288516,active_ongoing,2023-09-28T12:00:00Z,,,,,,,0x32FdfD2eA08d916B8f4e73d057E99bc3358b2F4D,00000000000000000000000052730f347def6ba09adff62eac60d5fee8205bc4,32000000000000000000,32529471560000000000,529471560000000000,37343422346658677,566814982346658677,,,2.2070105,False,2024-07-17T10:13:28Z,,,,,
0x800050f06b417bce82c7d0de519cfa13c4d4141a2a5dcc5cb12cd47ac45af3b113423650d88db1a833d6d4a64b0c39aa,681453,active_ongoing,2023-09-28T12:00:00Z,,,,,,,0xc6e2459991BfE27cca6d86722F35da23A1E4Cb97,00138b3e0d3b343d8854ea0b2f9e8c62c64b2fa6088cb34c2d10356f6f7d4b0e,32000000000000000000,32621157535000000000,621157535000000000,8512541201182060,629670076201182060,,,2.4517498,False,2024-07-17T10:13:27Z,,,,,
0x8000512314ef61cb213e7349115cd183db27205318e748b2c2bdf6b9e02c241679dd2f874aed3a77050a3466ddc5a0a9,816602,active_ongoing,2023-09-28T12:00:00Z,,,,,,,,010000000000000000000000778f5f13c4be78a3a4d7141bcb26999702f407cf,32000000000000000000,32006254301000000000,361494000000000000,0,361494000000000000,,,1.407551,False,2024-07-17T10:13:27Z,,2036118.0,2024-07-07T07:03:36Z,,
0x80005785da1d57560e12de68ee5fee0ee33b488584d7ea74d4a79b81b053fffb64f038cd2eb98767cf67f84e141d536a,808105,active_ongoing,2023-09-28T12:00:00Z,,,,,,,,010000000000000000000000778f5f13c4be78a3a4d7141bcb26999702f407cf,32000000000000000000,32006373936000000000,356132418000000000,0,356132418000000000,,,1.3866746,False,2024-07-17T10:13:27Z,,2035587.0,2024-07-07T05:17:24Z,,
0x800057e262bfe42413c2cfce948ff77f11efeea19721f590c8b5b2f32fecb0e164cafba987c80465878408d05b97c9be,1140956,active_ongoing,2023-09-28T12:00:00Z,,,,,,,0x0c10000000756BD1D14F9C837F022929A97bdA45,009e1b06d2c5b1b8fcdb3dc1461231d2bcbd63d5cf31d22757586ce042e01c4c,32000000000000000000,32620464740000000000,620464740000000000,107320000000000,620572060000000000,,,2.4163246,False,2024-07-17T10:13:27Z,,,,,
0x8000591cdc86a71a366bef8055124828e667b95109c644e0cc95dac913346613f9f9f79dcb3050a435d9ece12238a25a,1538042,active_ongoing,2023-12-14T11:47:12Z,17323.0,2023-12-13T18:58:24Z,517804.0,,,0x90403bcc417F6bC1F064C7Fc18439fD7421CFD4B,,010000000000000000000000c13618a7fbdc01f56cfcddb6d6b0d69c7d9d12c4,32000000000000000000,32004189864000000000,312036832000000000,0,312036832000000000,,,1.6481481,False,2024-07-17T10:13:28Z,,2045833.0,2024-07-08T15:26:36Z,17314.0,2023-12-14T10:49:36Z
0x800059dda4c0cc712b3d9a23498b171882e123e5f784fb9aacd134bb9e258d0b05fa1f277894a0c35cb7a8c41213d047,1704375,withdrawal_done,2024-05-12T02:30:24Z,50986.0,2024-05-11T10:00:48Z,1522077.0,2024-06-13T19:40:48Z,58347.0,0xe6b5A31d8bb53D2C769864aC137fe25F4989f1fd,,010000000000000000000000cfcb29e1abc5605c62c47fc4bd6c3112b645567c,0,0,42612514000000000,0,42612514000000000,,,0.73270416,False,2024-07-17T10:13:27Z,,,,50979.0,2024-05-12T01:45:36Z
0x80005d015678e495cfe8b25085c391362d6094abab3a78fa19671a6c833174cd9156d5be16d882f5f5891e44662078a0,177551,active_ongoing,2023-09-28T12:00:00Z,,,,,,,,0100000000000000000000009baa3244565d51d9c7897c0eb6679ed4890e536e,32000000000000000000,32001290082000000000,412157933000000000,0,412157933000000000,,,1.6048216,False,2024-07-17T10:13:26Z,,2026031.0,2024-07-05T21:26:12Z,,
